TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,TEMPERATURE,PRESSURE,VOLTAGE,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,MAG_R,MAG_P,MAG_Y,AUTO_GYRO_ROTATION_RATE,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,CMD_ECHO,CAM_STATUS
3114,03:06:44,1227,F,LAUNCH_PAD,0.8,28.4,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:45,1228,F,LAUNCH_PAD,0.6,28.4,100.4,8.0,0,0,0,1,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:46,1229,F,LAUNCH_PAD,0.5,28.4,100.4,8.0,0,0,0,1,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:47,1230,F,LAUNCH_PAD,0.5,28.4,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:48,1231,F,LAUNCH_PAD,0.4,28.4,100.4,7.9,0,0,0,1,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:49,1232,F,LAUNCH_PAD,0.5,28.4,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:50,1233,F,LAUNCH_PAD,0.4,28.4,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:51,1234,F,LAUNCH_PAD,0.4,28.4,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:52,1235,F,LAUNCH_PAD,0.5,28.4,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:53,1236,F,LAUNCH_PAD,0.5,28.4,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:54,1237,F,LAUNCH_PAD,0.6,28.4,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:55,1238,F,LAUNCH_PAD,0.5,28.4,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:56,1239,F,LAUNCH_PAD,0.4,28.4,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:57,1240,F,LAUNCH_PAD,0.8,28.4,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:58,1241,F,LAUNCH_PAD,0.4,28.5,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:59,1242,F,LAUNCH_PAD,0.5,28.4,100.4,7.9,0,0,0,0,-1,-9,0.6,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:00,1243,F,LAUNCH_PAD,0.6,28.4,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:01,1244,F,LAUNCH_PAD,0.6,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:02,1245,F,LAUNCH_PAD,0.6,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:03,1246,F,LAUNCH_PAD,0.7,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:04,1247,F,LAUNCH_PAD,0.7,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:05,1248,F,LAUNCH_PAD,0.6,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:06,1249,F,LAUNCH_PAD,0.5,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:07,1250,F,LAUNCH_PAD,0.6,28.5,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:08,1251,F,LAUNCH_PAD,0.6,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:09,1252,F,LAUNCH_PAD,0.4,28.5,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:10,1253,F,LAUNCH_PAD,0.5,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:11,1254,F,LAUNCH_PAD,0.5,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:12,1255,F,DESCENT,0.5,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:13,1256,F,LAUNCH_PAD,0.3,28.5,100.4,8.1,0,0,0,0,-1,-9,0.5,-0.3,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:14,1257,F,LAUNCH_PAD,0.5,28.5,100.4,8.0,0,0,0,1,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:15,1258,F,LAUNCH_PAD,0.5,28.5,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:16,1259,F,LAUNCH_PAD,0.7,28.5,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:17,1260,F,LAUNCH_PAD,0.4,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:18,1261,F,LAUNCH_PAD,0.6,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:19,1262,F,LAUNCH_PAD,0.6,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:20,1263,F,LAUNCH_PAD,0.6,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:21,1264,F,LAUNCH_PAD,0.6,28.5,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:22,1265,F,DESCENT,0.5,28.5,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:23,1266,F,LAUNCH_PAD,0.5,28.5,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:24,1267,F,LAUNCH_PAD,0.6,28.5,100.4,7.8,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:25,1268,F,LAUNCH_PAD,0.5,28.5,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:26,1269,F,LAUNCH_PAD,0.6,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:27,1270,F,LAUNCH_PAD,0.3,28.5,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:28,1271,F,LAUNCH_PAD,0.3,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:29,1272,F,LAUNCH_PAD,0.5,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:30,1273,F,LAUNCH_PAD,0.6,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:31,1274,F,LAUNCH_PAD,0.7,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:32,1275,F,LAUNCH_PAD,0.6,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:33,1276,F,LAUNCH_PAD,0.4,28.5,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:34,1277,F,LAUNCH_PAD,0.6,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:35,1278,F,LAUNCH_PAD,0.6,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:36,1279,F,LAUNCH_PAD,0.5,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:37,1280,F,LAUNCH_PAD,0.4,28.5,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:38,1281,F,LAUNCH_PAD,0.4,28.5,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:39,1282,F,LAUNCH_PAD,0.3,28.5,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:40,1283,F,LAUNCH_PAD,0.3,28.5,100.4,8.1,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:41,1284,F,LAUNCH_PAD,0.6,28.5,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:42,1285,F,LAUNCH_PAD,0.3,28.6,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:43,1286,F,LAUNCH_PAD,0.5,28.6,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:44,1287,F,LAUNCH_PAD,0.4,28.6,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:45,1288,F,LAUNCH_PAD,0.5,28.6,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:46,1289,F,LAUNCH_PAD,0.6,28.6,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.3,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:47,1290,F,LAUNCH_PAD,0.8,28.6,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:48,1291,F,LAUNCH_PAD,0.6,28.6,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:49,1292,F,LAUNCH_PAD,0.5,28.6,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.3,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:50,1293,F,LAUNCH_PAD,0.8,28.6,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:51,1294,F,LAUNCH_PAD,0.6,28.6,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:52,1295,F,LAUNCH_PAD,0.8,28.6,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:53,1296,F,LAUNCH_PAD,0.7,28.6,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:54,1297,F,LAUNCH_PAD,0.7,28.6,100.4,8.0,0,-2,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:07:55,1298,F,LAUNCH_PAD,0.5,28.6,100.4,7.9,0,0,0,0,-1,-9,-0.5,-0.1,-0.5,47.0,,0.0,0.0,0.0,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,$E MSG:Processor Restarted!,
,,,,,,,,,,,,,,,,,,,,,,,,$E MSG:Reset Reason: Power On Reset,
,,,,,,,,,,,,,,,,,,,,,,,,$E MSG:Perfoming recovery as processor was not in IDLE state! Telemetry should resume!,
,,,,,,,,,,,,,,,,,,,,,,,,$I MSG:Initialized BME with status: 1,
,,,,,,,,,,,,,,,,,,,,,,,,$I MSG:Initialized hall sensor...,
,,,,,,,,,,,,,,,,,,,,,,,,$I MSG:Initialized release servo...,
,,,,,,,,,,,,,,,,,,,,,,,,$I MSG:Initialized GPS...,
,,,,,,,,,,,,,,,,,,,,,,,,$I MSG:Initialized other servos...,
,,,,,,,,,,,,,,,,,,,,,,,,$I MSG:Initialized camera...,
,,,,,,,,,,,,,,,,,,,,,,,,$I MSG:BNO initialized over SPI,
,,,,,,,,,,,,,,,,,,,,,,,,$I MSG:LIS3MDL initialized over I2C,
,,,,,,,,,,,,,,,,,,,,,,,,$I MSG:RTC initialized over I2C,
,,,,,,,,,,,,,,,,,,,,,,,,$I MSG:Done.,
,,,,,,,,,,,,,,,,,,,,,,,,$I MSG:Startup Completed.,
,,,,,,,,,,,,,,,,,,,,,,,,$I MSG:MISSION STARTING!,
,,,,,,,,,,,,,,,,,,,,,,,,$I MSG:Removing logs.txt from file system.,
3114,04:16:03,142,F,PROBE_RELEASE,26.1,25.8,97.2,7.9,0,0,0,2,8,-5,0.1,0.0,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:04,143,F,PROBE_RELEASE,26.3,25.8,97.2,7.8,0,0,0,2,8,-5,0.2,0.0,0.0,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:05,144,F,PROBE_RELEASE,26.1,25.8,97.2,7.8,0,0,0,2,8,-5,0.2,-0.1,-0.1,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:06,145,F,PROBE_RELEASE,26.1,25.7,97.2,7.9,0,0,0,2,7,-5,0.0,-0.1,-0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:07,146,F,PROBE_RELEASE,26.1,25.7,97.2,7.9,0,0,0,2,7,-5,0.1,-0.2,0.1,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:08,147,F,PROBE_RELEASE,26.2,25.7,97.2,7.6,0,0,0,2,7,-5,0.1,-0.2,0.1,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:09,148,F,PROBE_RELEASE,26.4,25.6,97.2,7.9,0,0,0,2,7,-5,0.1,-0.2,0.0,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:10,149,F,PROBE_RELEASE,26.4,25.6,97.2,7.9,0,0,0,2,7,-5,0.1,-0.2,0.0,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:11,150,F,PROBE_RELEASE,26.3,25.6,97.2,7.9,0,0,0,2,7,-5,0.1,-0.2,0.0,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:12,151,F,PROBE_RELEASE,26.4,25.5,97.2,7.9,0,0,0,2,7,-5,0.1,-0.2,0.0,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:13,152,F,PROBE_RELEASE,26.5,25.5,97.2,7.9,0,0,0,2,7,-5,0.0,-0.2,0.0,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:14,153,F,PROBE_RELEASE,26.5,25.5,97.2,7.9,0,0,0,2,7,-5,0.0,-0.2,0.0,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:15,154,F,PROBE_RELEASE,26.4,25.4,97.2,7.9,-1,1,0,2,7,-6,0.1,-0.2,0.1,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:16,155,F,PROBE_RELEASE,26.6,25.4,97.2,7.6,0,0,0,2,7,-6,0.0,-0.2,0.1,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:17,156,F,PROBE_RELEASE,26.4,25.4,97.2,7.9,0,0,0,2,7,-6,0.0,-0.1,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:18,157,F,PROBE_RELEASE,26.6,25.4,97.2,7.9,-2,0,1,2,7,-6,0.1,-0.1,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:19,158,F,PROBE_RELEASE,26.6,25.3,97.1,7.9,0,0,0,2,7,-6,0.0,-0.1,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:20,159,F,PROBE_RELEASE,26.7,25.3,97.1,7.9,0,0,0,2,7,-6,0.1,-0.1,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:21,160,F,PROBE_RELEASE,26.5,25.3,97.2,8.0,0,0,0,2,7,-6,0.1,-0.1,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:22,161,F,PROBE_RELEASE,26.7,25.3,97.1,7.9,0,0,0,2,7,-6,0.1,-0.1,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:23,162,F,PROBE_RELEASE,26.5,25.3,97.2,7.8,0,0,0,2,7,-6,0.1,-0.1,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:24,163,F,PROBE_RELEASE,26.5,25.2,97.2,7.9,0,0,0,2,7,-6,0.1,-0.1,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:25,164,F,PROBE_RELEASE,26.7,25.2,97.1,7.9,0,0,0,2,7,-6,0.1,-0.1,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:26,165,F,PROBE_RELEASE,26.7,25.2,97.1,7.9,0,0,0,2,7,-6,0.1,-0.1,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:27,166,F,PROBE_RELEASE,26.9,25.2,97.1,8.0,0,0,0,2,7,-6,0.1,-0.1,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:28,167,F,PROBE_RELEASE,26.9,25.2,97.1,7.9,0,0,0,2,7,-6,0.1,-0.1,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:29,168,F,PROBE_RELEASE,26.7,25.2,97.1,7.9,0,0,0,2,7,-6,0.1,-0.1,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:30,169,F,PROBE_RELEASE,26.8,25.1,97.1,7.9,0,0,0,2,7,-6,0.1,-0.1,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:31,170,F,PROBE_RELEASE,26.7,25.1,97.1,7.9,0,0,0,2,7,-6,0.1,-0.1,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:32,171,F,PROBE_RELEASE,26.8,25.1,97.1,7.9,0,0,0,2,7,-6,0.1,-0.1,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:33,172,F,PROBE_RELEASE,26.6,25.1,97.2,7.9,0,0,0,2,7,-6,0.1,-0.0,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:34,173,F,PROBE_RELEASE,26.6,25.1,97.1,7.9,0,0,0,2,7,-6,0.1,-0.0,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:35,174,F,PROBE_RELEASE,26.7,25.1,97.1,7.9,0,0,0,2,7,-6,0.1,-0.0,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:36,175,F,PROBE_RELEASE,26.7,25.1,97.1,8.0,0,0,0,2,7,-6,0.1,-0.0,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:37,176,F,PROBE_RELEASE,26.7,25.1,97.1,7.6,0,0,0,2,7,-6,0.1,-0.0,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:38,177,F,PROBE_RELEASE,26.5,25.1,97.2,8.0,0,0,0,2,7,-6,0.1,-0.0,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:39,178,F,PROBE_RELEASE,26.6,25.1,97.2,7.9,0,0,0,2,7,-6,0.1,-0.0,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:40,179,F,PROBE_RELEASE,26.7,25.0,97.1,7.9,0,0,0,2,7,-6,0.1,-0.0,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:41,180,F,PROBE_RELEASE,26.5,25.0,97.2,7.9,0,0,0,2,7,-6,0.1,-0.0,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:42,181,F,PROBE_RELEASE,26.7,25.0,97.1,7.9,0,0,0,2,7,-6,0.1,-0.0,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:43,182,F,PROBE_RELEASE,26.5,25.0,97.2,8.0,0,0,0,2,7,-6,0.1,-0.0,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:44,183,F,PROBE_RELEASE,26.8,25.0,97.1,7.9,0,0,0,2,7,-6,0.1,0.0,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:45,184,F,PROBE_RELEASE,26.9,25.0,97.1,7.9,0,0,0,2,7,-6,0.1,0.0,0.2,46.6,,0.0,0.0,0.0,0,,0
3114,04:16:46,185,F,PROBE_RELEASE,26.8,25.0,97.1,7.9,0,0,0,2,7,-6,0.1,0.0,0.2,46.6,,0.0,0.0,0.0,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,$I MSG:ENDING PAYLOAD TRANSMISSION.{FLIGHT|IDLE},
,,,,,,,,,,,,,,,,,,,,,,,,$I MSG:CANSAT IS ONLINE.{FLIGHT|IDLE},
,,,,,,,,,,,,,,,,,,,,,,,,$I MSG:Launch Altitude calibrated to 353.393799,
